norad_id,age_days,mean_motion,altitude_km,inclination_deg,eccentricity,bstar,error_km
25544,1.5,15.48378,421.47,51.631,0.001111,0.00019874,0.726
25544,2.0,15.48378,421.47,51.631,0.001111,0.00019874,2.063
25544,3.0,15.48378,421.47,51.631,0.001111,0.00019874,4.588
25544,4.0,15.48378,421.47,51.631,0.001111,0.00019874,8.556
25544,5.0,15.48378,421.47,51.631,0.001111,0.00019874,12.275
25544,6.0,15.48378,421.47,51.631,0.001111,0.00019874,15.646
25544,7.0,15.48378,421.47,51.631,0.001111,0.00019874,18.471
25544,0.25,15.48385,421.45,51.631,0.001111,0.00019091,0.163
25544,0.5,15.48385,421.45,51.631,0.001111,0.00019091,0.075
25544,1.0,15.48385,421.45,51.631,0.001111,0.00019091,0.607
25544,1.5,15.48385,421.45,51.631,0.001111,0.00019091,1.805
25544,2.0,15.48385,421.45,51.631,0.001111,0.00019091,3.31
25544,3.0,15.48385,421.45,51.631,0.001111,0.00019091,7.186
25544,4.0,15.48385,421.45,51.631,0.001111,0.00019091,12.566
25544,5.0,15.48385,421.45,51.631,0.001111,0.00019091,17.754
25544,6.0,15.48385,421.45,51.631,0.001111,0.00019091,22.758
25544,7.0,15.48385,421.45,51.631,0.001111,0.00019091,28.17
25544,0.25,15.48389,421.44,51.631,0.001117,0.00018669,0.17
25544,0.5,15.48389,421.44,51.631,0.001117,0.00018669,0.269
25544,1.0,15.48389,421.44,51.631,0.001117,0.00018669,0.938
25544,1.5,15.48389,421.44,51.631,0.001117,0.00018669,2.852
25544,2.0,15.48389,421.44,51.631,0.001117,0.00018669,4.613
25544,3.0,15.48389,421.44,51.631,0.001117,0.00018669,9.123
25544,4.0,15.48389,421.44,51.631,0.001117,0.00018669,15.443
25544,5.0,15.48389,421.44,51.631,0.001117,0.00018669,21.465
25544,6.0,15.48389,421.44,51.631,0.001117,0.00018669,27.592
25544,7.0,15.48389,421.44,51.631,0.001117,0.00018669,34.225
25544,0.25,15.48398,421.41,51.631,0.001112,0.00020116,0.146
25544,0.5,15.48398,421.41,51.631,0.001112,0.00020116,0.1
25544,1.0,15.48398,421.41,51.631,0.001112,0.00020116,1.256
25544,1.5,15.48398,421.41,51.631,0.001112,0.00020116,2.313
